"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Nov 24 18:11:55 CST 2024","Sun Nov 24 18:11:55 CST 2024","0","core","Apprunner","Test_apprunner","","","test_execute_case[caseinfo0]",""
